STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,indic_he,Health indicator,unit,Unit of measure,sex,Sex,icd10,International Statistical Classification of Diseases and Related Health Problems (ICD-10),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2019,,1273.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2020,,1115.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),ES,Spain,2021,,754.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2014,,1010.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2015,,1062.8,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2016,,1068.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2017,,1065.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2018,,1097.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2019,,1080.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2020,,780.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),FR,France,2021,,782.5,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2014,,978.1,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2015,,1004.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2016,,972.9,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2017,,1003.3,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2018,,1015.7,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2019,,1016.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2020,,704.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),IT,Italy,2021,,683.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2014,,566.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2015,,557.6,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2018,,974.4,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2019,,987.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2020,,704.0,,,,,
dataflow,ESTAT:HLTH_CO_DISCH2(1.0),"Hospital discharges by diagnosis, in-patients, per 100 000 inhabitants - historical data (1995-2021)",A,Annual,TOTAL,Total,INPAT,in-patients (total number),P_HTHAB,Per hundred thousand inhabitants,T,Total,J,Diseases of the respiratory system (J00-J99),PT,Portugal,2021,,605.0,,,,,
